title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
Making Malinche: A Documentary by Nacho Cano,tt15478968,tm1107848,,Movie,True,Documentary,"Documentary, Music",2021,2020,5,True,,False,Join the creative process behind Nacho Cano’s new musical based on the love story of Malinche and Hernán Cortés and the merging of their two worlds.,26,44.0,Marta Hermida,True,"Nacho Cano, Melissa Barrera, Thaddeus Pearson, Hans Zimmer, Armando Manzanero",True,"Self, Self, Self, Self, Self",6,89.0,Standard,Not Rated,5.1,True,,False,,,5.1,1.557,Low,0,34,,,False,False,True,True,False,True
Making The Billion Dollar Code,,tm1111920,,Movie,True,Documentary,Documentary,2021,2020,5,True,,False,"In this featurette, ART + COM members join the cast and crew of the show to discuss its factual basis and the development of the court case.",27,30.0,Gunnar Weber,True,"Axel Schmidt, Pavel Mayer, Gerd Grüneis, Susanne Jaschko, Martin Silbernagl, Joachim Sauter, Robert Thalheim, Oliver Ziegenbalg",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",9,28.0,Short,Not Rated,,False,8.5,True,,,8.5,0.832,Very Low,0,0,DE,,False,False,True,True,False,True
Making The Witcher,tt12987838,tm927286,s2096,Movie,True,Documentary,Documentary,2020,2020,6,False,2020-08-26,True,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",45,18.0,Nathan Wiley,True,"Henry Cavill, Anya Chalotra, Freya Allan, Joey Batey, Kim Bodnia, Anna Shaffer, Lauren Schmidt Hissrich, Tomek Baginski",True,"Self, Self, Self, Self, Self, Self, Self, Self",9,37.0,Short,PG-13,6.8,True,7.6,True,7.1,7.1,7.15,19.659,Medium,83,456,GB,en,False,False,True,True,True,False
Making Unorthodox,,tm884531,s2777,Movie,True,Documentary,Documentary,2020,2020,6,False,2020-03-26,True,"Documentary about the making of the Netflix FIlm ""Unorthodox""",9,17.0,Marlene Melchior,True,,False,Unknown,1,21.0,Short,TV-G,,False,8.0,True,,,8.0,1.767,Low,0,0,DE,,False,False,True,True,False,False
Mako: Island of Secrets,tt2548214,ts34066,,TV Show,False,Sci-Fi,"Sci-Fi, Action, Family, Fantasy, Romance, Comedy, Drama",2013,2010,13,False,,False,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",129,23.0,,False,"Chai Hansen, Dominic Deutscher, Gemma Forsyth, Rowan Hills, Kerith Atkinson, Brooke Nichole Lee, Isabel Durant, Allie Bertram, Linda Ngo, John O'Brien",True,"Zac, Cam, Evie, David, Rita, Carly, Ondina, Mimmi, Weilan, Dr. Blakely",11,25.0,Series,TV-G,6.7,True,7.6,True,,,7.15,41.013,Medium,0,4015,AU,,False,False,True,True,False,True
Mako Mermaids: An H2O Adventure,,,s2467,TV Show,False,Kids Tv,"Kids, Comedy",2016,2010,10,False,2020-05-28,True,"This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island.",25,31.0,,False,"Lucy Fry, Ivy Latimer, Amy Ruffle, Chai Romruen, Isabel Durant, Allie Bertram, Linda Ngo, Gemma Forsyth, Dominic Deutscher, Kerith Atkinson, Rowan Hills, Brooke Nichole Lee",True,Unknown,0,,Unknown,TV-G,,False,,False,,,,,Very Low,0,0,Australia,,False,False,True,True,False,False
Maktub,tt7252000,tm366143,,Movie,True,Drama,"Drama, Comedy",2017,2010,9,False,,False,"Steve & Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and become flesh and blood angels. They go on a journey of wish fulfilment for people who write requests on paper and put between the sacred stones of the Wailing Wall.",56,6.0,Oded Raz,True,"Guy Amir, Hanan Savyon, Chen Amsalem, Itzik Cohen, Igal Naor, Anastasia Fein, Gal Amitai, Ami Anijar, Edna Blilious, Abraham Celektar",True,"Chuma, Steve, Lizo, Elkaslasi, Tzafuf, Doniasha, Yiftach, Ami Anijar, Bruria, Unknown",11,100.0,Long,PG-13,7.3,True,7.2,True,,,7.25,3.088,Low,0,2743,IL,,False,True,False,True,False,True
Maktub,,,s4827,Movie,True,Comedy,"Comedy, International",2018,2010,8,False,2018-06-15,True,"After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true.",23,6.0,Oded Raz,True,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor",True,Unknown,0,106.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,Israel,,False,True,True,True,False,False
Mala Kahich Problem Nahi,,,s7389,Movie,True,Drama,"Drama, International",2017,2010,9,False,2018-11-15,True,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",23,24.0,Sameer Vidwans,True,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant, Vijay Nikam, Satish Alekar, Mangal Kenkre, Kamlesh Sawant, Seema Deshmukh",True,Unknown,0,132.0,Very Long,TV-PG,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Malaal,tt10305616,tm675154,s3487,Movie,True,Drama,"Drama, Romance, Action",2019,2010,7,False,2019-09-26,True,"Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.",39,6.0,Mangesh Hadawale,True,"Meezaan Jafri, Sharmin Segal, Sameer Dharmadhikari, Sonal Jha, Sanjay Gurbaxani, Anil Gawas, Chinmayee Surve, Sunil Tawde, Ishwak Singh, Radha Sagar",True,"Shiva More, Astha Tripathi, Sawant, Rajni Trpathi, Umashankar Tripathi, Prabhakar More, Vijaya More, Mr. Bhonsle, Aditya, Swati",12,136.0,Very Long,TV-14,5.8,True,5.3,True,,,5.55,1.644,Low,0,1066,IN,,False,False,True,True,False,False
Malang,tt9877170,tm483602,s2535,Movie,True,Romance,"Romance, Action, Crime, Drama, Thriller",2020,2020,6,False,2020-05-14,True,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",41,6.0,Mohit Suri,True,"Aditya Roy Kapur, Disha Patani, Anil Kapoor, Kunal Khemu, Elli Avram, Keith Sequeira, Shaad Randhawa, Angela Krislinzki, Amruta Khanvilkar",True,"Advait Thakur, Sara Nambiar, Anjaney Agashe, Michael Rodriguez, Jessie, Nitin Salgaonkar, Unknown, Unknown, Teresa",10,135.0,Very Long,TV-MA,6.5,True,7.4,True,7.0,7.0,6.98,4.904,Low,54,10490,IN,hi,False,False,True,True,True,False
Malcolm & Marie,tt12676326,tm976166,s1342,Movie,True,Romance,"Romance, Drama",2021,2020,5,True,2021-02-05,True,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",23,15.0,Sam Levinson,True,"John David Washington, Zendaya",True,"Malcolm, Marie",3,106.0,Long,R,6.6,True,7.1,True,7.0,7.0,6.92,22.675,Medium,1392,36395,US,en,True,False,True,True,True,False
Maldivas,tt13561292,ts276067,,TV Show,False,Comedy,"Comedy, Drama",2022,2020,4,True,,False,"To investigate a mystery, a young woman moves into a posh condo community, where she comes into contact with its quirky - and suspicious - residents.",26,8.0,José Alvarenga Jr.,True,"Manu Gavassi, Klebber Toledo, Carol Castro, Sheron Menezes, Bruna Marquezine, Enzo Romani, Natalia Klein, Samuel Melo, Danilo Mesquita, Guilherme Winter",True,"Milene, Victor Hugo, Kat, Rayssa, Liz, Denilson, Verônica, Cauã, Miguel, Gustavo",14,36.0,Series,TV-MA,5.6,True,7.2,True,,,6.4,159.929,Very High,0,961,BR,,False,False,True,True,False,True
Malena Pichot: Estupidez compleja,tt7607370,tm371622,s5002,Movie,True,Comedy,Comedy,2018,2010,8,False,2018-03-02,True,This funnywoman champions feminism while explaining while walking down the street eating a banana is an extreme sport.,18,33.0,"Raúl Campos, Jan Suter",True,Malena Pichot,True,Comedian,3,50.0,Short,TV-MA,5.7,True,5.3,True,,,5.5,2.657,Low,0,361,AR,,False,False,True,True,False,False
Malevolent,tt2386237,tm434202,s4533,Movie,True,Horror,"Horror, Thriller",2018,2010,8,False,2018-10-05,True,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",26,10.0,Olaf de Fleur Johannesson,True,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, Scott Chambers, Georgina Bevan, James Cosmo, Shelley Conn, Niall Greig Fulton, Nicola Grier, Stephen McCole",True,"Angela Sayers, Jackson Sayers, Mrs. Green, Elliot, Beth, Grandpa, Professor Samantha Harlow, Herman Green, Christine Sayers, Frank",12,89.0,Standard,TV-MA,4.8,True,5.0,True,4.987,4.987,4.94,8.289,Low,488,13772,GB,en,False,False,True,True,True,False
Malibu Rescue,tt9228950,tm474061,s3830,Movie,True,Family,"Family, Action, Comedy",2019,2010,7,False,2019-05-13,True,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",27,13.0,Savage Steve Holland,True,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Ella McKenzie, Bryana Salaz, JT Neal, Curtis Armstrong, Ian Ziering",True,"Tyler, Gina, Dylan, Lizzy, Eric, Sasha, Logan, Brody, Mr. Rathbone, Garvin Cross",21,69.0,Standard,TV-G,4.9,True,6.4,True,6.2,6.2,5.92,12.447,Medium,195,1277,US,en,False,False,True,True,True,False
Malibu Rescue: The Next Wave,tt11032990,tm918373,s2168,Movie,True,Comedy,"Comedy, Family, Action",2020,2020,6,False,2020-08-04,True,"It’s summer again, and everyone’s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it’s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!",67,28.0,Savage Steve Holland,True,"Jackie R. Jacobson, Jeremy Howard, Breanna Yde, Abby Donnelly, Ricardo Hurtado, JT Neal, Kirrilee Berger, Alkoya Brunson, Lauren Gaw, Ella McKenzie",True,"Dylan, Vooch, Gina, Lizzie, Tyler, Brody, Kezza, Eric, Presley, Sasha",19,70.0,Standard,TV-G,4.8,True,6.5,True,6.2,6.2,5.92,8.488,Low,106,841,US,en,False,False,True,True,True,False
Malibu Rescue: The Series,tt9098432,ts87488,s3780,TV Show,False,Comedy,"Comedy, Family, Action",2019,2010,7,False,2019-06-03,True,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",23,25.0,,False,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson",True,"Tyler, Gina, Dylan, Lizzie, Eric",5,24.0,Series,TV-G,5.4,True,7.7,True,,,6.55,12.306,Medium,0,993,US,,False,False,True,True,False,False
Malicious,,,s7390,Movie,True,Thriller,"Thriller, Horror",2018,2010,8,False,2019-02-01,True,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",23,9.0,Michael Winnick,True,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",True,Unknown,0,91.0,Long,TV-MA,,False,,False,5.656,5.656,5.66,8.372,Low,167,0,United States,en,False,False,True,True,True,False
Mallesham,tt9742362,tm814652,s3255,Movie,True,Drama,Drama,2019,2010,7,False,2019-11-20,True,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",25,9.0,Raj Rachakonda,True,"Priyadarshi Pullikonda, Jhansi, Ananya Nagalla, Chakrapani Ananda, Gangavva, Jagadeesh Prathap Bandari, Anvesh Michael, Jayasri Rachakonda, Thiruveer, Laxman Aelay",True,"Chintakindi Mallesham, Lakshmi, Padma, Home Minister Narasimhulu, Unknown, Anji, Raju, Dr. Indira, Veera Pratap, Unknown",13,131.0,Very Long,TV-14,8.3,True,7.6,True,,,7.95,1.915,Low,0,1045,IN,,False,False,True,True,False,False
Mama Drama,tt12424356,tm902993,s502,Movie,True,Drama,Drama,2020,2020,6,False,2021-07-07,True,"After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",25,10.0,Seyi Babatope,True,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola",True,Unknown,0,85.0,Standard,TV-MA,6.3,True,,False,,,6.3,,Very Low,0,8,US,,False,False,True,True,False,False
Mama's Boy,tt8665900,tm417488,s2248,Movie,True,Comedy,Comedy,2018,2010,8,False,2020-07-10,True,"A comedy about  a gang leader ( Chico ) who gets into a fight and  is seriously injured, after which he is transferred to the hospital in a critical condition where he needs a heart transplant. At the same time, the mother of another young man ( Hesham Maged )  dies and doctors resort to transferring her heart to the  gang leader to save his life, but he starts acting in a motherly way towards the young man.",78,10.0,Amr Salah,True,"Hesham Maged, Chico, Nour Qadri, Dalal Abdelaziz, Mohamed Osama, Mohamed Tharwat, Mahmoud El-Lisy, Bayoumi Fouad, Ahmed Soltan, Ahmes Doglas",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",25,104.0,Long,TV-14,6.1,True,6.1,True,,,6.1,2.255,Low,0,1020,EG,,False,False,True,True,False,False
Man Down,,,s5150,TV Show,False,International,"International, Comedy",2017,2010,9,False,2017-11-30,True,"A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.",25,8.0,,False,"Greg Davies, Roisin Conaty, Jeany Spark, Gwyneth Powell, Isy Suttie, Michael Wozniak, Elliot Levey, Ruth Bratt, Deirdre Mullins, Steven Berkoff, Stella Gonet, Rik Mayall, Ashley McGuire, Stephanie Cole",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
Man in Love,tt14428606,tm1001619,s247,Movie,True,Romance,"Romance, Drama",2021,2020,5,True,2021-08-20,True,"A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work.",92,11.0,Chen-Hao Yin,True,"Roy Chiu, Tiffany Hsu, Tsai Chen-Nan, Hsin-Ling Chung, Lan Wei-Hua, Peace Yang, LULU Huang, Xiao Ying Bai, Ching-Pu Tan, Xavier Lin",True,"Meng-Cheng Chang, Hao-Ting Wu, A-Cheng's Dad, Madam Tsai, A-Cheng's Brother / Da-Wei, A-Cheng's Sister-in-law / Shu-Lin, Ya-Ya, Wen, Hao-Ting's Dad, Mango",14,115.0,Long,TV-MA,6.9,True,7.3,True,7.149,7.149,7.12,3.611,Low,67,1744,TW,zh,False,False,True,True,True,False
Man Like Mobeen,tt7639280,ts88234,,TV Show,False,Comedy,Comedy,2017,2010,9,False,,False,"Man Like Mobeen is a four-part series that welcomes you into the life of Mobeen Deen, a 28 year-old from Small Heath in Birmingham.  All Mobeen wants to do is follow his faith, lead a good life, and make sure his younger sister fulfils her potential. But can he juggle these when his criminal past and reputation is always chasing him?",61,15.0,,False,"Duaa Karim, Mark Silcox, Kian Hunt, Guz Khan, Tez Ilyas",True,"Aqsa, Uncle Shady, Azhaar's Gangster, Mobeen, Eight",5,22.0,Series,TV-MA,8.0,True,6.7,True,,,7.35,1.977,Low,0,2737,GB,,False,True,False,True,False,True
Man Like Mobeen,,,s2737,TV Show,False,International,"International, Comedy",2020,2020,6,False,2020-04-01,True,"Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past – and everyday life – complicates matters.",26,15.0,,False,,False,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,True,True,True,False,False
Man of Tai Chi,,,s7391,Movie,True,Action,"Action, Drama",2013,2010,13,False,2018-07-26,True,"In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.",26,14.0,Keanu Reeves,True,"Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais",True,Unknown,0,105.0,Long,R,,False,,False,6.1,6.1,6.1,14.746,Medium,927,0,"United States, China, Hong Kong",en,False,False,True,True,True,False
Man to Man,,,s5436,TV Show,False,Crime,"Crime, International",2017,2010,9,False,2017-06-10,True,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",23,10.0,Chang-Min Lee,True,"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,South Korea,,False,False,True,True,False,False
Man Up,,,s7392,Movie,True,Romance,"Romance, Comedy",2015,2010,11,False,2018-09-04,True,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",25,6.0,Ben Palmer,True,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge",True,Unknown,0,88.0,Standard,R,,False,,False,6.589,6.589,6.59,10.484,Medium,980,0,"United Kingdom, France",en,False,False,True,True,True,False
Man vs. Bee,tt13640670,ts277084,,TV Show,False,Comedy,"Comedy, Family",2022,2020,4,True,,False,"A man finds himself at war with a bee while housesitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",27,11.0,,False,Rowan Atkinson,True,Trevor Bingley,1,11.0,Series,TV-PG,6.8,True,7.477,True,,,7.14,260.169,Very High,0,22287,GB,,False,False,True,True,False,True
Man vs Wild with Sunny Leone,,,s7393,TV Show,False,International,"International, Reality, Action",2018,2010,8,False,2018-12-01,True,The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.,24,28.0,,False,"Bear Grylls, Sunny Leone",True,Unknown,0,,Unknown,TV-PG,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Man with a Plan,,,s1930,TV Show,False,Comedy,Comedy,2020,2020,6,False,2020-09-30,True,"When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",25,15.0,,False,"Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin",True,Unknown,0,,Unknown,TV-PG,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Mandela,,tm1030071,s1099,Movie,True,Comedy,"Comedy, Drama",2021,2020,5,True,2021-04-05,True,An underprivileged hairdresser becomes the game changer in a local body election in a village where caste politics rules the roost. Will he be able to bring some changes to people's lives?,32,7.0,Madonne Ashwin,True,"Yogi Babu, G. M. Sundar, Kanna Ravi, Sangili Murugan, Sheela Rajkumar, Arumugam Bala, Prasanna Balachandran, George Mariyan, Senthikumari, Subadhini Subramanian",True,"Smile / Nelson Mandela, Rathinam, Mathi, Periya Ayya / Karunakaran Periyar, Thenmozhi, Murugesan, Sudalai, BDO Officer, Valli, Unknown",11,144.0,Very Long,TV-14,,False,7.5,True,,,7.5,3.11,Low,0,0,IN,,False,False,True,True,False,False
Mandela: Long Walk to Freedom,tt2304771,tm165967,s1154,Movie,True,Drama,"Drama, History",2013,2010,13,False,2021-03-29,True,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,27,29.0,Justin Chadwick,True,"Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Fana Mokoena, Robert Hobbs, Jamie Bartlett, Lindiwe Matshikiza, Terry Pheto, Deon Lotz",True,"Nelson Mandela, Winnie Madikizela, Walter Sisulu, Ahmed Kathrada, Govan Mbeki, Chief Warder, James Gregory, Zindzi Mandela, Evelyn Mase, Kobie Coetzee",18,141.0,Very Long,PG-13,7.1,True,6.9,True,6.9,6.9,6.95,7.715,Low,533,27866,"GB, ZA",en,False,False,True,True,True,False
Mandi,,,s7394,Movie,True,Drama,"Drama, Independent, International",1983,1980,43,False,2020-01-01,True,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.",20,5.0,Shyam Benegal,True,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Mazumdar, Neena Gupta",True,Unknown,0,155.0,Very Long,TV-MA,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Mandobasar Galpo,,,s7395,Movie,True,Drama,"Drama, International, Romance",2017,2010,9,False,2018-04-01,True,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",19,16.0,Tathagata Banerjee,True,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",True,Unknown,0,103.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Manglehorn,,,s7396,Movie,True,Drama,"Drama, Independent",2014,2010,12,False,2017-04-16,True,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,26,10.0,David Gordon Green,True,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",True,Unknown,0,97.0,Long,PG-13,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Mango Dreams,,,s7397,Movie,True,Drama,"Drama, Independent",2016,2010,10,False,2018-03-15,True,"Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",25,12.0,John Upchurch,True,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",True,Unknown,0,92.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Manhattan Romance,,,s7398,Movie,True,Comedy,"Comedy, Independent, Romance",2014,2010,12,False,2017-09-08,True,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,21,17.0,Tom O'Brien,True,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",True,Unknown,0,98.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Manhunt,tt5618256,ts58133,s4882,TV Show,False,Crime,"Crime, Drama, Thriller",2017,2010,9,False,2018-05-04,True,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.",29,7.0,John Woo,True,"Cameron Britton, Carla Gugino, Jack Huston, Arliss Howard, Ness Bautista, Gethin Anthony, Kelly Jenrette, Judith Light",True,"Richard Jewell, Kathy Scruggs, Eric Rudolph, Earl Embry, Joe Holliwell, Jack Brennan, Stacey Knox, Bobi Jewell",8,43.0,Series,TV-14,8.1,True,7.7,True,5.6,5.6,6.75,18.55,Medium,136,58120,US,zh,False,True,True,True,True,False
Manhunt,tt4537986,tm311319,s4882,Movie,True,Thriller,"Thriller, Action, Crime",2017,2010,9,False,2018-05-04,True,"Accused of a murder he didn't commit, a prosecutor sets out on a mission to clear his name.",18,7.0,John Woo,True,"Zhang Hanyu, Masaharu Fukuyama, Ha Ji-won, Qi Wei, Jun Kunimura, Angeles Woo, Yasuaki Kurata, Naoto Takenaka, Hiroyuki Ikeuchi, Tao Okamoto",True,"Du Qiu, Yamura, Rain, Mayumi, Yoshihiro Sakai, Dawn, Hideo Sakaguchi, Mamoru Ito, Hiroshi Sakai, Kiko Tanaka",14,106.0,Long,TV-MA,5.2,True,5.6,True,5.6,5.6,5.5,11.686,Medium,136,3247,"HK, CN",zh,False,True,False,True,True,False
Manhunt: Deadly Games,,,s1586,TV Show,False,Crime,"Crime, Drama, Mystery",2020,2020,6,False,2020-12-07,True,"Despite his heroics, security guard Richard Jewell becomes a suspect in the FBI investigation of a foiled terrorist attack at the 1996 Olympics.",23,21.0,,False,"Cameron Britton, Jack Huston, Judith Light, Carla Gugino, Gethin Anthony, Kelly Jenrette, Arliss Howard, Jay O. Sanders, Nick Searcy, Marley Shelton, Becky Ann Baker, Brad William Henke",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Maniac,tt5580146,ts75097,s4630,TV Show,False,Sci-Fi,"Sci-Fi, Comedy, Drama",2018,2010,8,False,2018-09-21,True,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",31,6.0,,False,"Emma Stone, Jonah Hill, Sonoya Mizuno, Sally Field, Justin Theroux",True,"Annie Landsberg, Owen Milgrim, Dr. Azumi Fujita, Dr. Greta Mantleray, Dr. James K. Mantleray",5,39.0,Series,TV-MA,7.7,True,7.4,True,,,7.55,14.064,Medium,0,77069,US,,False,False,True,True,False,False
Manifest,tt8421350,ts81294,,TV Show,False,Drama,"Drama, Thriller, Sci-Fi",2018,2010,8,False,,False,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",59,8.0,,False,"Melissa Roxburgh, Parveen Kaur, Josh Dallas, Luna Blaise, Athena Karkanis, Jack Messina, J.R. Ramirez, Matt Long, Holly Taylor",True,"Michaela Stone, Saanvi Bahr, Ben Stone, Olive Stone, Grace Stone, Cal Stone, Jared Vasquez, Zeke Landon, Angelina Meyer",9,42.0,Series,TV-14,7.1,True,7.7,True,,,7.4,145.572,Very High,0,53185,US,,False,True,False,True,False,True
Manifest,,,s242,TV Show,False,Drama,"Drama, Mystery, Tv Sci-Fi & Fantasy",2021,2020,5,True,2021-08-21,True,"When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.",26,8.0,,False,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,True,True,True,False,False
